Incident_Id,Bias,Cluster
153503,Anti-Jewish,Religion or Belief
153504,Anti-Black or African American,Racial or Ethnicity
153505,Anti-Gay (Male),Sexual Orientation
153506,Anti-Gay (Male),Sexual Orientation
153507,Anti-Jewish,Religion or Belief
153508,Anti-Jewish,Religion or Belief
153509,Anti-Jewish,Religion or Belief
153510,Anti-Black or African American,Racial or Ethnicity
153511,Anti-Black or African American,Racial or Ethnicity
153512,Anti-Jewish,Religion or Belief
153513,Anti-Jewish,Religion or Belief
153514,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153515,Anti-Black or African American,Racial or Ethnicity
153516,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153517,Anti-Asian,Racial or Ethnicity
153518,Anti-Gay (Male),Sexual Orientation
153519,Anti-Black or African American,Racial or Ethnicity
153520,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153521,Anti-Lesbian (Female),Sexual Orientation
153522,Anti-Jewish,Religion or Belief
153523,Anti-Black or African American,Racial or Ethnicity
153524,Anti-Islamic (Muslim),Religion or Belief
153525,Anti-Jewish,Religion or Belief
153526,Anti-Gay (Male),Sexual Orientation
153527,Anti-Black or African American,Racial or Ethnicity
153528,Anti-Hispanic or Latino,Racial or Ethnicity
153529,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153530,Anti-Black or African American,Racial or Ethnicity
153531,Anti-Black or African American,Racial or Ethnicity
153532,Anti-Black or African American,Racial or Ethnicity
153533,Anti-Jewish,Religion or Belief
153534,Anti-Jewish,Religion or Belief
153535,Anti-Black or African American,Racial or Ethnicity
153536,Anti-Black or African American,Racial or Ethnicity
153537,Anti-Black or African American,Racial or Ethnicity
153538,Anti-Gay (Male),Sexual Orientation
153539,Anti-Jewish,Religion or Belief
153540,Anti-Black or African American,Racial or Ethnicity
153541,Anti-Black or African American,Racial or Ethnicity
153542,Anti-Black or African American,Racial or Ethnicity
153543,Anti-Gay (Male),Sexual Orientation
153544,Anti-Black or African American,Racial or Ethnicity
153545,Anti-Gay (Male),Sexual Orientation
153546,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153547,Anti-Black or African American,Racial or Ethnicity
153548,Anti-Black or African American,Racial or Ethnicity
153549,Anti-Black or African American,Racial or Ethnicity
153550,Anti-White,Racial or Ethnicity
153551,Anti-Black or African American,Racial or Ethnicity
153552,Anti-Black or African American,Racial or Ethnicity
153553,Anti-Black or African American,Racial or Ethnicity
153554,Anti-Black or African American,Racial or Ethnicity
153555,Anti-White,Racial or Ethnicity
153556,Anti-Black or African American,Racial or Ethnicity
153557,Anti-Asian,Racial or Ethnicity
153558,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153559,Anti-White,Racial or Ethnicity
153560,Anti-Black or African American,Racial or Ethnicity
153561,Anti-Gay (Male),Sexual Orientation
153562,Anti-Jewish,Religion or Belief
153563,Anti-Asian,Racial or Ethnicity
153564,Anti-Catholic,Religion or Belief
153565,Anti-Jewish,Religion or Belief
153566,Anti-Black or African American,Racial or Ethnicity
153567,Anti-White,Racial or Ethnicity
153568,Anti-Black or African American,Racial or Ethnicity
153569,Anti-Black or African American,Racial or Ethnicity
153570,Anti-Black or African American,Racial or Ethnicity
153571,Anti-Asian,Racial or Ethnicity
153572,Anti-Gay (Male),Sexual Orientation
153573,Anti-Black or African American,Racial or Ethnicity
153632,Anti-Islamic (Muslim),Religion or Belief
153633,Anti-White,Racial or Ethnicity
153634,Anti-Gay (Male),Sexual Orientation
153635,Anti-Asian,Racial or Ethnicity
153636,Anti-Black or African American,Racial or Ethnicity
153637,Anti-Gay (Male),Sexual Orientation
153638,Anti-Jewish,Religion or Belief
153639,Anti-Hispanic or Latino,Racial or Ethnicity
153640,Anti-Black or African American,Racial or Ethnicity
153641,Anti-Black or African American,Racial or Ethnicity
153642,Anti-Black or African American,Racial or Ethnicity
153643,Anti-Black or African American,Racial or Ethnicity
153644,Anti-Jewish,Religion or Belief
153645,Anti-Black or African American,Racial or Ethnicity
153646,Anti-American Indian or Alaska Native,Racial or Ethnicity
153647,Anti-Black or African American,Racial or Ethnicity
153648,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153649,Anti-Gay (Male),Sexual Orientation
153650,Anti-Gay (Male),Sexual Orientation
153651,Anti-White,Racial or Ethnicity
153652,Anti-Black or African American,Racial or Ethnicity
153653,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153654,Anti-Black or African American,Racial or Ethnicity
153655,Anti-Black or African American,Racial or Ethnicity
153656,Anti-Black or African American,Racial or Ethnicity
153657,Anti-Black or African American,Racial or Ethnicity
153658,Anti-White,Racial or Ethnicity
153659,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153660,Anti-Black or African American,Racial or Ethnicity
153661,Anti-Black or African American,Racial or Ethnicity
153662,Anti-Asian,Racial or Ethnicity
153663,Anti-Black or African American,Racial or Ethnicity
153664,Anti-Black or African American,Racial or Ethnicity
153665,Anti-Black or African American,Racial or Ethnicity
153666,Anti-Black or African American,Racial or Ethnicity
153667,Anti-Black or African American,Racial or Ethnicity
153668,Anti-White,Racial or Ethnicity
153669,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153670,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153671,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153672,Anti-Black or African American,Racial or Ethnicity
153673,Anti-Black or African American,Racial or Ethnicity
153674,Anti-Black or African American,Racial or Ethnicity
153675,Anti-Black or African American,Racial or Ethnicity
153676,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153677,Anti-Black or African American,Racial or Ethnicity
153678,Anti-White,Racial or Ethnicity
153679,Anti-Black or African American,Racial or Ethnicity
153680,Anti-Black or African American,Racial or Ethnicity
153681,Anti-Black or African American,Racial or Ethnicity
153682,Anti-Black or African American,Racial or Ethnicity
153683,Anti-Black or African American,Racial or Ethnicity
153684,Anti-Other Religion,Religion or Belief
153685,Anti-Black or African American,Racial or Ethnicity
153686,Anti-Black or African American,Racial or Ethnicity
153687,Anti-Jewish,Religion or Belief
153688,Anti-Black or African American,Racial or Ethnicity
153689,Anti-Black or African American,Racial or Ethnicity
153690,Anti-Black or African American,Racial or Ethnicity
153691,Anti-Black or African American,Racial or Ethnicity
153692,Anti-Gay (Male),Sexual Orientation
153693,Anti-Hispanic or Latino,Racial or Ethnicity
153694,Anti-Black or African American,Racial or Ethnicity
153695,Anti-Gay (Male),Sexual Orientation
153575,Anti-Gay (Male),Sexual Orientation
153576,Anti-Black or African American,Racial or Ethnicity
153577,Anti-White,Racial or Ethnicity
153578,Anti-Gay (Male),Sexual Orientation
153579,Anti-Black or African American,Racial or Ethnicity
153580,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153581,Anti-Gay (Male),Sexual Orientation
153582,Anti-Black or African American,Racial or Ethnicity
153583,Anti-Jewish,Religion or Belief
153584,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153585,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153586,Anti-White,Racial or Ethnicity
153587,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153588,Anti-Black or African American,Racial or Ethnicity
153589,Anti-Black or African American,Racial or Ethnicity
153590,Anti-White,Racial or Ethnicity
153591,Anti-Gay (Male),Sexual Orientation
153592,Anti-Black or African American,Racial or Ethnicity
153593,Anti-Black or African American,Racial or Ethnicity
153594,Anti-Gay (Male),Sexual Orientation
153595,Anti-White,Racial or Ethnicity
153596,Anti-Black or African American,Racial or Ethnicity
153597,Anti-Black or African American,Racial or Ethnicity
153598,Anti-Black or African American,Racial or Ethnicity
153599,Anti-Black or African American,Racial or Ethnicity
153600,Anti-Hispanic or Latino,Racial or Ethnicity
153601,"Anti-Multiple Races, Group",Racial or Ethnicity
153602,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153603,Anti-Black or African American,Racial or Ethnicity
153604,Anti-Protestant,Religion or Belief
153605,Anti-Black or African American,Racial or Ethnicity
153606,Anti-White,Racial or Ethnicity
153607,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153608,Anti-Black or African American,Racial or Ethnicity
153609,Anti-Asian,Racial or Ethnicity
153610,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153611,Anti-White,Racial or Ethnicity
153612,Anti-Black or African American,Racial or Ethnicity
153613,Anti-Black or African American,Racial or Ethnicity
153614,Anti-Asian,Racial or Ethnicity
153615,Anti-Hispanic or Latino,Racial or Ethnicity
153616,Anti-Jewish,Religion or Belief
153617,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153618,Anti-Black or African American,Racial or Ethnicity
153619,Anti-Black or African American,Racial or Ethnicity
153620,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153621,Anti-Black or African American,Racial or Ethnicity
153622,Anti-Black or African American,Racial or Ethnicity
153623,Anti-Black or African American,Racial or Ethnicity
153624,Anti-Black or African American,Racial or Ethnicity
153625,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153626,Anti-White,Racial or Ethnicity
153627,Anti-Black or African American,Racial or Ethnicity
153628,Anti-Lesbian (Female),Sexual Orientation
153629,Anti-Gay (Male),Sexual Orientation
153630,Anti-Gay (Male),Sexual Orientation
153631,Anti-Gay (Male),Sexual Orientation
153574,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153696,Anti-Hispanic or Latino,Racial or Ethnicity
153697,Anti-Mental Disability,Disability
153698,Anti-Jewish,Religion or Belief
153699,Anti-Hispanic or Latino,Racial or Ethnicity
153700,Anti-American Indian or Alaska Native,Racial or Ethnicity
153701,Anti-White,Racial or Ethnicity
153702,Anti-Jewish,Religion or Belief
153703,"Anti-Multiple Races, Group",Racial or Ethnicity
153704,"Anti-Multiple Races, Group",Racial or Ethnicity
153705,Anti-Black or African American,Racial or Ethnicity
153706,Anti-Black or African American,Racial or Ethnicity
153707,Anti-Black or African American,Racial or Ethnicity
153708,Anti-Black or African American,Racial or Ethnicity
153709,Anti-Hispanic or Latino,Racial or Ethnicity
153710,Anti-Black or African American,Racial or Ethnicity
153711,Anti-Black or African American,Racial or Ethnicity
153712,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153713,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
153714,Anti-Black or African American,Racial or Ethnicity
153715,Anti-Jewish,Religion or Belief
153716,Anti-Black or African American,Racial or Ethnicity
153717,Anti-White,Racial or Ethnicity
153718,Anti-Jewish,Religion or Belief
153719,Anti-Black or African American,Racial or Ethnicity
153720,Anti-Catholic,Religion or Belief
153721,Anti-White,Racial or Ethnicity
153722,Anti-Black or African American,Racial or Ethnicity
153723,Anti-Hispanic or Latino,Racial or Ethnicity
153724,Anti-Black or African American,Racial or Ethnicity
153725,Anti-Black or African American,Racial or Ethnicity
153726,Anti-Black or African American,Racial or Ethnicity
153727,Anti-Black or African American,Racial or Ethnicity
153728,Anti-Asian,Racial or Ethnicity
153729,Anti-Black or African American,Racial or Ethnicity
153730,Anti-White,Racial or Ethnicity
153731,Anti-White,Racial or Ethnicity
153732,Anti-Black or African American,Racial or Ethnicity
153733,Anti-Black or African American,Racial or Ethnicity
153734,Anti-Hispanic or Latino,Racial or Ethnicity
153735,Anti-Gay (Male),Sexual Orientation
153736,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
153737,Anti-Gay (Male),Sexual Orientation
153738,Anti-Hispanic or Latino,Racial or Ethnicity
153739,Anti-Black or African American,Racial or Ethnicity
153740,Anti-White,Racial or Ethnicity
153741,Anti-Black or African American,Racial or Ethnicity
153742,Anti-Black or African American,Racial or Ethnicity
153743,Anti-Jewish,Religion or Belief
153744,Anti-Black or African American,Racial or Ethnicity
153745,Anti-Black or African American,Racial or Ethnicity
153746,Anti-Hispanic or Latino,Racial or Ethnicity
153747,Anti-Hispanic or Latino,Racial or Ethnicity
153748,Anti-Black or African American,Racial or Ethnicity
153749,Anti-Gay (Male),Sexual Orientation
153750,Anti-Black or African American,Racial or Ethnicity
153751,Anti-Black or African American,Racial or Ethnicity
153752,Anti-Gay (Male),Sexual Orientation
153753,Anti-Black or African American,Racial or Ethnicity
153754,Anti-Black or African American,Racial or Ethnicity
154917,Anti-Hispanic or Latino,Racial or Ethnicity
154918,Anti-Black or African American,Racial or Ethnicity
154919,Anti-Black or African American,Racial or Ethnicity
154920,Anti-Gay (Male),Sexual Orientation
154921,Anti-Black or African American,Racial or Ethnicity
154922,Anti-Islamic (Muslim),Religion or Belief
154923,"Anti-Multiple Races, Group",Racial or Ethnicity
154924,Anti-Black or African American,Racial or Ethnicity
154925,Anti-Black or African American,Racial or Ethnicity
154926,Anti-Jewish,Religion or Belief
154927,Anti-Black or African American,Racial or Ethnicity
154928,Anti-Black or African American,Racial or Ethnicity
154929,Anti-Black or African American,Racial or Ethnicity
154930,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
154931,"Anti-Multiple Religions, Group",Religion or Belief
154932,Anti-Black or African American,Racial or Ethnicity
154933,Anti-Gay (Male),Sexual Orientation
154934,Anti-Islamic (Muslim),Religion or Belief
154935,Anti-Hispanic or Latino,Racial or Ethnicity
154936,Anti-Black or African American,Racial or Ethnicity
154937,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
154938,Anti-Black or African American,Racial or Ethnicity
154939,Anti-Black or African American,Racial or Ethnicity
154940,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
154941,Anti-Other Religion,Religion or Belief
154942,Anti-Black or African American,Racial or Ethnicity
154943,Anti-White,Racial or Ethnicity
154944,Anti-White,Racial or Ethnicity
154945,Anti-White,Racial or Ethnicity
154946,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
154947,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
154948,Anti-Jewish,Religion or Belief
154949,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
154950,Anti-Jewish,Religion or Belief
154951,Anti-Black or African American,Racial or Ethnicity
154952,Anti-Black or African American,Racial or Ethnicity
154953,Anti-Lesbian (Female),Sexual Orientation
154954,Anti-Black or African American,Racial or Ethnicity
154955,Anti-Gay (Male),Sexual Orientation
154956,"Anti-Multiple Religions, Group",Religion or Belief
154957,"Anti-Multiple Races, Group",Racial or Ethnicity
